id,Company,TypeName
1134,Acer,Notebook
1135,Lenovo,Notebook
1136,HP,Workstation
1137,Dell,Notebook
1138,MSI,Gaming
1139,HP,Ultrabook
1140,Lenovo,2 in 1 Convertible
1141,MSI,Gaming
1142,HP,2 in 1 Convertible
1143,HP,Workstation
1144,HP,2 in 1 Convertible
1145,HP,Workstation
1146,HP,Ultrabook
1147,Dell,Notebook
1148,HP,Notebook
1149,Lenovo,2 in 1 Convertible
1150,Lenovo,Notebook
1151,HP,Notebook
1152,Lenovo,Notebook
1153,Dell,Gaming
1154,Dell,Notebook
1155,HP,Notebook
1156,MSI,Gaming
1157,Lenovo,Ultrabook
1158,Lenovo,Notebook
1159,HP,2 in 1 Convertible
1160,Lenovo,Ultrabook
1161,MSI,Gaming
1162,HP,Gaming
1163,Lenovo,Notebook
1164,HP,Notebook
1165,Dell,Gaming
1166,Lenovo,Notebook
1167,Lenovo,Notebook
1168,HP,Notebook
1169,MSI,Gaming
1170,HP,Notebook
1171,HP,Notebook
1172,Asus,Notebook
1173,Lenovo,Notebook
1174,Lenovo,Notebook
1175,Asus,Notebook
1176,Lenovo,Notebook
1177,Lenovo,Gaming
1178,MSI,Gaming
1179,HP,Notebook
1180,Lenovo,2 in 1 Convertible
1181,Lenovo,Ultrabook
1182,Dell,Notebook
1183,Acer,Notebook
1184,HP,Notebook
1185,Asus,Gaming
1186,Dell,2 in 1 Convertible
1187,Acer,Notebook
1188,Dell,Ultrabook
1189,Acer,Gaming
1190,Lenovo,Gaming
1191,Samsung,2 in 1 Convertible
1192,HP,Notebook
1193,Apple,Ultrabook
1194,Dell,2 in 1 Convertible
1195,HP,Notebook
1196,Lenovo,Notebook
1197,Asus,Gaming
1198,Acer,Notebook
1199,MSI,Gaming
1200,Dell,Notebook
1201,Lenovo,Notebook
1202,Dell,2 in 1 Convertible
1203,Dell,Ultrabook
1204,Asus,Gaming
1205,Dell,Notebook
1206,HP,Notebook
1207,Lenovo,Notebook
1208,Acer,Notebook
1209,Asus,Gaming
1210,Apple,Ultrabook
1211,Asus,Notebook
1212,MSI,Gaming
1213,Dell,2 in 1 Convertible
1214,Asus,Gaming
1215,Acer,Netbook
1216,Acer,Notebook
1217,Lenovo,Notebook
1218,Lenovo,Gaming
1219,Acer,2 in 1 Convertible
1220,Lenovo,Notebook
1221,MSI,Gaming
1222,HP,Notebook
1223,Dell,Ultrabook
1224,Dell,2 in 1 Convertible
1225,Asus,Notebook
1226,Dell,Ultrabook
1227,Dell,Notebook
1228,Lenovo,Gaming
1229,MSI,Gaming
1230,Lenovo,Netbook
1231,Razer,Gaming
1232,Dell,Notebook
1233,MSI,Gaming
1234,Apple,Ultrabook
1235,HP,Notebook
1236,HP,Ultrabook
1237,Dell,Notebook
1238,MSI,Gaming
1239,Lenovo,Notebook
1240,Lenovo,Notebook
1241,Asus,Ultrabook
1242,Acer,Notebook
1243,Dell,2 in 1 Convertible
1244,HP,Notebook
1245,Asus,Gaming
1246,Dell,Notebook
1247,Asus,Gaming
1248,Lenovo,Notebook
1249,Dell,2 in 1 Convertible
1250,Dell,Notebook
1251,HP,Notebook
1252,Lenovo,Notebook
1253,Lenovo,Notebook
1254,Dell,Notebook
1255,Asus,Notebook
1256,Asus,Gaming
1257,Dell,Notebook
1258,Lenovo,Notebook
1259,MSI,Gaming
1260,Lenovo,2 in 1 Convertible
1261,Asus,Ultrabook
1262,Dell,Notebook
1263,Acer,Notebook
1264,Dell,Notebook
1265,Lenovo,Notebook
1266,HP,Notebook
1267,Dell,Notebook
1268,HP,Netbook
1269,Asus,Notebook
1270,Lenovo,2 in 1 Convertible
1271,Lenovo,2 in 1 Convertible
1272,Lenovo,Notebook
1273,HP,Notebook
1274,Asus,Notebook
1275,Asus,Ultrabook
1276,Dell,Notebook
1277,Acer,Notebook
1278,Dell,Notebook
1279,Lenovo,Notebook
1280,HP,Notebook
1281,Dell,Notebook
1282,HP,Netbook
1283,Asus,Notebook
1284,Lenovo,2 in 1 Convertible
1285,Lenovo,2 in 1 Convertible
1286,Lenovo,Notebook
1287,HP,Notebook
1288,Asus,Notebook
1289,Asus,Ultrabook
1290,Dell,Notebook
1291,Acer,Notebook
1292,Dell,Notebook
1293,Lenovo,Notebook
1294,HP,Notebook
1295,Dell,Notebook
1296,HP,Netbook
1297,Asus,Notebook
1298,Lenovo,2 in 1 Convertible
1299,Lenovo,2 in 1 Convertible
1300,Lenovo,Notebook
1301,HP,Notebook
1302,Asus,Notebook
